seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
20,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39936666666666665,0.7833333333333333,0.14166666666666666,0.02548722991791946,0.37511666666666665,0.4666666666666667,0.16666666666666669,0.023997690861136345,0.22551666666666664,0.39166666666666666,0.12916666666666668,0.022643302909837747,0.611283277955685,0.816646109991468,0.16257654648714048,0.03127401457365888,0.6115499655686364,0.816646109991468,0.16257654648714048,0.031219818058346838,0.19169615309071714,0.5401822625807393,0.2323201002394076,0.0439949873012768,0.19106666666666666,0.55,0.30000000000000004,0.050272048783482945,2.0681015100509783,2.3316369944010145,0.25399102110409943,0.047070603470906226,1.0,1.0,0.0,0.0,0.258,0.5,0.3928571428571429,0.06864044146187896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
21,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.37681666666666674,0.7958333333333333,0.15833333333333333,0.025176427466977912,0.4002,0.4791666666666667,0.17083333333333334,0.026808767222682956,0.22298333333333334,0.3541666666666667,0.12916666666666665,0.021223735402714678,0.6257942343069791,0.7637646974496586,0.15882618417586347,0.02918722879657651,0.6260824677846947,0.7637646974496586,0.15882618417586347,0.02903965058884783,0.2113109923558327,0.4510223265280376,0.23221402491581905,0.043109832180677994,0.21231666666666665,0.43333333333333335,0.31666666666666665,0.052687835935399316,2.1250381979567745,2.278606067563931,0.2682678005152632,0.04418158181070303,1.0,1.0,0.0,0.0,0.21814285714285714,0.4642857142857143,0.3928571428571429,0.06452669120256377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
22,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3543333333333334,0.7583333333333333,0.15833333333333333,0.022616365755797282,0.41255000000000003,0.4875,0.14999999999999997,0.024814539868570785,0.23311666666666667,0.3875,0.125,0.02056210781456458,0.6315059196645191,0.7859374475132701,0.13937032295521645,0.026560569792914577,0.6318546553142484,0.7859374475132701,0.13937032295521645,0.02639217771419958,0.21568041812373215,0.48059140808240153,0.2041911995307124,0.03957794247690485,0.2154,0.5291666666666667,0.23333333333333334,0.045670085030210604,2.159386497244248,2.346256895795068,0.2506265064859896,0.039891216237143805,1.0,1.0,0.0,0.0,0.28728571428571426,0.5357142857142857,0.3928571428571429,0.06633695679434423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
23,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3606333333333333,0.8333333333333334,0.14583333333333331,0.02264432722682561,0.39003333333333334,0.4791666666666667,0.15000000000000002,0.025264687697346362,0.24933333333333335,0.42083333333333334,0.13333333333333336,0.02269299940999916,0.6271588081671357,0.8213015783989709,0.179823542005078,0.027605568681767504,0.6276622437268409,0.8213015783989709,0.179823542005078,0.027594147880123175,0.20934443485997076,0.5341218010220693,0.25891564309625725,0.04047045081279621,0.20876666666666668,0.55,0.2583333333333333,0.04797952109436321,2.175068688242061,2.3788941993432084,0.2830579065441374,0.042349806973874186,1.0,1.0,0.0,0.0,0.19785714285714284,0.39285714285714285,0.35714285714285715,0.06776685722958908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
24,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3886,0.8166666666666667,0.16666666666666669,0.024461670697917045,0.42410000000000003,0.49166666666666664,0.14999999999999997,0.024014370697563573,0.18730000000000002,0.4083333333333333,0.11666666666666664,0.021113818539840994,0.5998601870230673,0.8427835622048423,0.17683307065226572,0.03049275282470616,0.5997566880582801,0.8427835622048423,0.17683307065226572,0.030522172397904977,0.1785028495112796,0.5865776666484505,0.2580835347865708,0.041709965180193334,0.17743333333333333,0.6416666666666667,0.3375,0.0496031025015349,2.0846271062637176,2.3462958937516234,0.28227572484355923,0.043702568411156696,1.0,1.0,0.0,0.0,0.20471428571428568,0.5,0.35714285714285715,0.06360929851163946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
25,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39920000000000005,0.775,0.14583333333333331,0.023295779302983904,0.38495000000000007,0.4625,0.14166666666666666,0.022924035179018743,0.21585,0.36666666666666664,0.12916666666666668,0.02219765377992308,0.6046539614995754,0.780252073632932,0.16150228162433045,0.031236552039243956,0.6045054032732402,0.780252073632932,0.16150228162433045,0.03170383211825016,0.18241820160343913,0.4827140374201049,0.218697089193638,0.043856016581304856,0.18118333333333334,0.48333333333333334,0.25416666666666665,0.04994888776428249,2.0803827910393173,2.2913620987836243,0.23855252796993498,0.043536001762277704,1.0,1.0,0.0,0.0,0.31457142857142856,0.6428571428571429,0.5,0.07280053823528325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
26,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.35258333333333336,0.8375,0.14999999999999997,0.02492892674963944,0.4327833333333333,0.5166666666666667,0.15000000000000008,0.025793846165316256,0.21463333333333331,0.375,0.12083333333333332,0.022042358212213946,0.6300390868490506,0.7909744747073079,0.1684914636790067,0.03013917716051696,0.6297624500140463,0.7909744747073079,0.1684914636790067,0.030038893474368493,0.2176797500023156,0.4990756424585017,0.2456187296403809,0.04525341275681508,0.22076666666666667,0.5375,0.275,0.052344966859819056,2.1291401546622146,2.2976662390048035,0.25981798429046266,0.04388487453527321,1.0,1.0,0.0,0.0,0.2824285714285714,0.5357142857142857,0.3214285714285714,0.07138870315936206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
27,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.36910000000000004,0.7833333333333333,0.1375,0.024268086039076094,0.4248,0.49583333333333335,0.1375,0.023704523712668107,0.20610000000000003,0.37083333333333335,0.10416666666666669,0.019550816976393708,0.6145694525662596,0.833798493325546,0.14667012301256388,0.028350616808788195,0.614670267602472,0.833798493325546,0.14667012301256388,0.028458626933499917,0.19478869625916542,0.5625092046973513,0.20960781599954997,0.04064091235691157,0.19645,0.575,0.2625,0.0480317632174562,2.113443540343231,2.420246497189637,0.22033751453811146,0.042605434725390315,1.0,1.0,0.0,0.0,0.25585714285714284,0.5357142857142857,0.39285714285714285,0.07158112281081615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
28,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3738333333333333,0.825,0.11666666666666664,0.023523628782802862,0.39931666666666665,0.48333333333333334,0.15833333333333333,0.024992048735547872,0.22685,0.37083333333333335,0.125,0.02347829375780484,0.6257049292479199,0.8107023804773623,0.15750131713870041,0.029334137781415946,0.6256751092876834,0.8107023804773623,0.15750131713870041,0.029027902379354542,0.2083900158627021,0.52297071333834,0.22632580355376564,0.04288261808337131,0.20815,0.5416666666666666,0.25833333333333336,0.04927143921403374,2.131391884857195,2.343263170854644,0.2300930864343913,0.04405892307349094,1.0,1.0,0.0,0.0,0.29057142857142854,0.4642857142857143,0.4285714285714286,0.07372646632475134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
29,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3792166666666667,0.7958333333333333,0.14166666666666666,0.022884013099881664,0.4269833333333333,0.5083333333333333,0.15416666666666662,0.024947661881092847,0.19379999999999997,0.37916666666666665,0.11249999999999999,0.019430188424774016,0.6142804348155554,0.8051755066086778,0.15809675545732838,0.026995213753503885,0.6141134460086652,0.8051755066086778,0.15809675545732838,0.02705254830787877,0.19630347400819734,0.5275606209546028,0.2342283148348559,0.0393090966925285,0.19360000000000002,0.6208333333333333,0.2791666666666667,0.04716120109675843,2.079825450288483,2.2899450575912046,0.25581691303404663,0.04012295226695599,1.0,1.0,0.0,0.0,0.3141428571428571,0.5357142857142857,0.4642857142857143,0.06905321816378662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
30,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.39648333333333335,0.8208333333333333,0.1375,0.024654439537107487,0.3927833333333333,0.4708333333333333,0.12083333333333329,0.02378293622653762,0.21073333333333333,0.3875,0.14999999999999997,0.022893254707688705,0.6024237075095755,0.8283340936925155,0.18161049650237537,0.030925254867393333,0.6017618713444058,0.8283340936925155,0.18161049650237537,0.031198782133702797,0.17740072376703464,0.5542855842747118,0.23946168651930752,0.04186332709831468,0.17675,0.5541666666666667,0.25416666666666665,0.0493758966163316,2.0797397463207847,2.4043629427816025,0.24900710891130817,0.04561302242508186,1.0,1.0,0.0,0.0,0.176,0.4642857142857143,0.2857142857142857,0.062134810644899785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
31,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3619333333333333,0.7791666666666667,0.14166666666666672,0.02450535088959598,0.42023333333333335,0.48333333333333334,0.1375,0.025485311673807545,0.21783333333333335,0.36666666666666664,0.12916666666666665,0.021019831905449034,0.638244991999966,0.8113067237986765,0.17864086918906352,0.029522608811497784,0.6380015397353178,0.8113067237986765,0.17864086918906352,0.029264743234314466,0.23307827818307966,0.5379571632653446,0.2815182276930337,0.04629905643075071,0.2325833333333333,0.55,0.29583333333333334,0.05159733251072406,2.113765156409727,2.3195865820571724,0.25035379173431704,0.042335820690608664,1.0,1.0,0.0,0.0,0.30157142857142855,0.5357142857142857,0.42857142857142855,0.07290320672659337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
32,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.38208333333333333,0.8125,0.15000000000000002,0.022271213358154615,0.39575,0.4791666666666667,0.15000000000000002,0.024265458990095364,0.22216666666666665,0.3958333333333333,0.12499999999999997,0.021538724815240724,0.5995890755744933,0.841045750066595,0.1771171497400882,0.027171485536801022,0.5996808251218252,0.841045750066595,0.1771171497400882,0.026856536523709517,0.17208967542248482,0.5658969119465439,0.2394221140936695,0.03508447160738924,0.1727,0.5208333333333334,0.22916666666666663,0.041491150328179086,2.1173796953633617,2.4270968011569263,0.2790504484141081,0.04109301566382566,1.0,1.0,0.0,0.0,0.27614285714285713,0.5,0.3214285714285714,0.06448556237718674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
33,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3781333333333333,0.8333333333333334,0.11666666666666664,0.02393658288060349,0.35785,0.44166666666666665,0.1333333333333333,0.02513523975970346,0.2640166666666667,0.4,0.11250000000000002,0.023096831191986297,0.6514360025291355,0.8343363742577634,0.16236552149738848,0.030003974423738325,0.6514677783711934,0.8343363742577634,0.16236552149738848,0.0304669415892266,0.25086129963224774,0.5622193682306497,0.2628085717627483,0.04978468914929002,0.2522833333333333,0.5833333333333334,0.2833333333333333,0.0596971081562769,2.1512300234024497,2.4048324624687476,0.24821597074992363,0.04424622171343496,1.0,1.0,0.0,0.0,0.3792857142857143,0.5714285714285714,0.3571428571428571,0.07210041184178563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
34,500,240,modular,6,0.08,0.004,0.12,4,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,default,0.3593166666666666,0.8416666666666667,0.14166666666666666,0.02351576894105079,0.40026666666666666,0.49166666666666664,0.1333333333333333,0.02523084531987693,0.24041666666666667,0.35833333333333334,0.11666666666666667,0.020764051467219335,0.6505147000088025,0.7926096879867234,0.16863615475255656,0.02817722510348918,0.6508333510212448,0.7926096879867234,0.16863615475255656,0.028015488920133634,0.24930629770494706,0.4994566610532011,0.2751778105575208,0.04604022010169165,0.24956666666666666,0.5333333333333333,0.31666666666666665,0.05256827306782422,2.1593263153460147,2.3268689746251847,0.25215768558467744,0.04189652894625117,1.0,1.0,0.0,0.0,0.2824285714285714,0.6071428571428571,0.35714285714285715,0.073570873784316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
