seed,steps,n,topology,num_communities,p_in,p_out,bridge_fraction,delay_steps,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,bridge_multiplier,name,learning_mode,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,regime_fixed,regime
36,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.34626666666666667,1.0,1.0,0.35343368229100314,0.5754833333333333,1.0,1.0,0.3315041096611356,0.07825,0.5458333333333333,0.5291666666666667,0.15510769108375425,0.5267790049603572,1.0864885298369678,1.0815056218880734,0.31641522171007974,0.522502192793348,1.0864885298369678,1.0815056218880734,0.31978140495059115,0.22594304606947202,0.7074546406333131,0.7060120376054625,0.2295940312174322,0.22635,0.7541666666666667,0.7333333333333333,0.23090654013643222,2.025703923518771,2.79593348457177,1.733480065222231,0.5421429372142421,1.0,1.0,0.0,0.0,0.15842857142857142,1.0,1.0,0.3115913401641742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
37,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.18686666666666668,1.0,0.375,0.09492256493233489,0.8131333333333334,1.0,0.375,0.09492256493233489,0.0,0.4791666666666667,0.0,0.0,0.5957558439955637,1.0641649084065357,0.2816597466358601,0.07312639181033177,0.5971164667006567,1.0641649084065357,0.33978108201924223,0.07491711679571773,0.18597672588905148,0.7174421947889387,0.3470766580173922,0.09283994144625247,0.18613333333333332,0.7333333333333333,0.375,0.09457768118207265,2.185680642818614,2.7337844206994273,0.5155107469024491,0.13088743284828255,1.0,1.0,0.0,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
38,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.37585,1.0,1.0,0.3739153383826047,0.5402833333333334,1.0,1.0,0.33760280779835544,0.08386666666666667,0.49166666666666664,0.49166666666666664,0.15135129849312678,0.5206163148728992,1.0918122680435045,1.0918122680435045,0.34308473079455454,0.5135907042533511,1.0918122680435045,1.0918122680435045,0.34780188484589775,0.24610776768713394,0.722346600130758,0.7217946247225389,0.2561450817211336,0.24643333333333334,0.7916666666666666,0.7625,0.25710930662960363,2.0017376407873613,2.8014494429649495,1.7321299142242654,0.5804073132535512,1.0,1.0,0.0,0.0,0.1767142857142857,0.8928571428571429,0.8928571428571429,0.3100717823409309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
39,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.2896,1.0,1.0,0.29117989094181773,0.6748666666666667,1.0,1.0,0.2861103788555894,0.03553333333333333,0.575,0.4125,0.09140808376603121,0.5418686743751023,1.1531841695821166,0.9974862219830191,0.24034583589205782,0.5407651295686402,1.1531841695821166,0.9974862219830191,0.243187931622368,0.20486162286790868,0.7235718123566859,0.6895047592040232,0.18311865246864495,0.20414999999999997,0.7541666666666667,0.725,0.1847954943233796,2.069680513658131,2.846992519573777,1.6003290872411526,0.4225834852118064,1.0,1.0,0.0,0.0,0.09285714285714286,1.0,1.0,0.23754698783308414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
40,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.41125,1.0,1.0,0.39494255032289893,0.4751166666666667,1.0,1.0,0.34364415582595514,0.11363333333333332,0.6125,0.6125,0.1956061632748598,0.5243090199355258,1.1876937287656828,1.1876255087141403,0.39406200808512437,0.5204892135196952,1.1876937287656828,1.1876255087141403,0.3967059035753384,0.26470384205108005,0.7391648968998847,0.7386036744223399,0.2832515476518084,0.26495,0.7916666666666666,0.7708333333333334,0.28267160029106414,1.9839890697761848,2.8832848109221363,1.794495146270432,0.6395545716623078,1.0,1.0,0.0,0.0,0.22314285714285717,0.9642857142857143,0.9642857142857143,0.3611816208852634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
41,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17678333333333332,1.0,0.37083333333333335,0.09251621629626763,0.8228333333333333,1.0,0.4291666666666667,0.09335877629398916,0.00038333333333333334,0.45,0.09583333333333334,0.006048897971256141,0.5945634545677405,1.0254729929690096,0.28218841390671306,0.07019139868901442,0.5901589195676377,1.0254729929690096,0.7285025750135877,0.08098714098839481,0.17533023525042815,0.6957099731016317,0.37918385066618115,0.08717458927387008,0.1748,0.7333333333333333,0.37083333333333335,0.09144117113083022,2.2213322240266717,2.740737787626268,0.5197185806138869,0.12892809947125772,1.0,1.0,0.0,0.0,0.0005714285714285714,0.9642857142857143,0.14285714285714285,0.009016990764605423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,runaway
42,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.23333333333333334,1.0,1.0,0.2294498250647017,0.7454666666666667,1.0,1.0,0.22993478302432724,0.0212,0.45,0.3958333333333333,0.07051303268033347,0.568390392498445,1.0389762843342696,0.9754312041027539,0.18450035258536052,0.5550161320575397,1.0389762843342696,0.9754312041027539,0.19858195086355981,0.18724155339516246,0.6996391573429704,0.6753594531773693,0.14709104866253478,0.1875,0.7541666666666667,0.6875,0.14704638346076007,2.184988601395831,2.8065024346463194,1.622217782105652,0.3367544732215536,1.0,1.0,0.0,0.0,0.04714285714285714,0.9285714285714286,0.8571428571428571,0.1632326497952651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,oscillatory,runaway
43,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.19191666666666665,1.0,0.38749999999999996,0.10873326818923042,0.8080833333333334,1.0,0.38749999999999996,0.10873326818923044,0.0,0.5125,0.0,0.0,0.5958911254905889,1.0801866551575456,0.2956631083200963,0.08442854182423686,0.5959591383400636,1.0801866551575456,0.29801572095489853,0.08578171241199133,0.19108632174602339,0.7248795557514413,0.3483110026338193,0.10747675547682733,0.18980000000000002,0.7791666666666667,0.38749999999999996,0.10802836047384348,2.210680836913034,2.7843734872100336,0.5498560677436022,0.1523238129120877,1.0,1.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
44,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.2928166666666666,1.0,1.0,0.29695,0.6681833333333332,1.0,1.0,0.2912165426658009,0.039,0.5583333333333333,0.4875,0.10199182973813802,0.5466427454819097,1.1404096165823812,1.0773160455798099,0.2516070792732457,0.5395343822307405,1.1404096165823812,1.0773160455798099,0.25928282891500426,0.21723466628708257,0.7312614124421604,0.7213664455565887,0.20185161596739296,0.21531666666666666,0.7625,0.7333333333333333,0.2038430694049823,2.1086679927759078,2.8926188858951174,1.7329894776097887,0.4438816389781768,1.0,1.0,0.0,0.0,0.07242857142857143,0.9642857142857143,0.8571428571428571,0.18931676295218516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
45,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.19068333333333334,1.0,0.4166666666666667,0.104221677474293,0.8084333333333332,1.0,0.475,0.10517903255349371,0.0008833333333333333,0.4791666666666667,0.14166666666666666,0.010225797985704808,0.5972057457620273,1.0673925631479313,0.32254223066148296,0.08046035905438917,0.5941661510169297,1.0673925631479313,0.7412511985593412,0.09212927361912256,0.18946065537421408,0.7215405094061299,0.41077149381995853,0.1022858173057454,0.18803333333333336,0.775,0.42083333333333334,0.10317726924516314,2.206119001061483,2.780774319110349,0.5888545989007288,0.14438647037679617,1.0,1.0,0.0,0.0,0.0014285714285714286,0.8571428571428571,0.17857142857142858,0.015907898179514345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
46,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17928333333333335,1.0,0.3458333333333333,0.08499460930618548,0.8207166666666666,1.0,0.3458333333333333,0.08499460930618548,0.0,0.48333333333333334,0.0,0.0,0.5957514114008297,1.0513433464789075,0.27154755968885086,0.06568943848878328,0.5946655082783876,1.0513433464789075,0.2985091922163618,0.06817187371399462,0.17825735987992644,0.7081697927881273,0.32338496225858915,0.0837217158435295,0.17855000000000001,0.7333333333333333,0.3458333333333333,0.08478793972153247,2.1974307399058186,2.752177508130729,0.46995734823357727,0.11677386715015439,1.0,1.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
47,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.21071666666666664,1.0,1.0,0.17303805056820437,0.7819333333333334,1.0,1.0,0.17506740289258751,0.00735,0.49166666666666664,0.30416666666666664,0.03665821493502135,0.5815836135723553,1.0820637530676827,0.9050481215487739,0.13502026056494207,0.5722691977704406,1.0820637530676827,0.9050481215487739,0.14605871907614398,0.18601718906671197,0.7181600477639304,0.636683350521657,0.13055575739230893,0.18856666666666666,0.7583333333333333,0.675,0.13423383825747268,2.1759441031133293,2.7941867207536473,1.5218996033257888,0.24495538913285156,1.0,1.0,0.0,0.0,0.019,1.0,0.7857142857142857,0.09498238289927498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
48,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.17321666666666663,1.0,0.38749999999999996,0.06786997577066836,0.8267833333333333,1.0,0.38749999999999996,0.06786997577066836,0.0,0.39166666666666666,0.0,0.0,0.5959972621746568,0.968191847630305,0.29245863054105026,0.05128345649500431,0.5975343895175383,0.968191847630305,0.29245863054105026,0.051909257015336024,0.17417821942993947,0.6718596016136141,0.3114284423370748,0.06408483470767842,0.17301666666666668,0.7,0.38749999999999996,0.06728069105537553,2.246122930163886,2.7075743956865352,0.545471956497481,0.09519150607609755,1.0,1.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
49,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.19156666666666666,1.0,1.0,0.1361835607634865,0.802,1.0,1.0,0.1397871397677356,0.0064333333333333334,0.5708333333333333,0.3625,0.03790706471827588,0.5892857523647744,1.1366659524839513,0.959036392862465,0.10719155326862279,0.5801929362264571,1.1366659524839513,0.959036392862465,0.12784781260767333,0.17942508573302063,0.7191194860643654,0.6684467111771824,0.10551811629972903,0.1800333333333333,0.7833333333333333,0.7291666666666666,0.10707771840013111,2.184626947610375,2.823363464161572,1.5835032187406475,0.19186790217832148,1.0,1.0,0.0,0.0,0.015428571428571429,1.0,0.8214285714285714,0.09095143355278203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
50,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,reactive,default,0.25606666666666666,1.0,1.0,0.2404495234624792,0.7392166666666666,1.0,1.0,0.24404242629783315,0.004716666666666667,0.5,0.14583333333333334,0.020280402417659816,0.5582108219880854,1.09554399048762,0.7544174449130929,0.18258308579632093,0.5584166225324684,1.09554399048762,0.7544174449130929,0.18631844552574847,0.20421669455698357,0.7371748089931247,0.44092543171118936,0.1625448903339694,0.20318333333333333,0.7791666666666667,0.4708333333333333,0.1639798166780832,2.1183960604119276,2.7963837833685616,1.3984155804721234,0.3350680185187092,1.0,1.0,0.0,0.0,0.006,1.0,0.2857142857142857,0.031212242496056784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,runaway,runaway
1,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6477166666666667,0.8333333333333334,0.14166666666666672,0.028079653567030422,0.2728666666666667,0.36666666666666664,0.17916666666666664,0.02791910934587038,0.07941666666666668,0.15,0.11249999999999999,0.017740607843776568,0.3232985483203622,0.4190837091675709,0.1672326139607248,0.028287139789772816,0.3234262109218837,0.4190837091675709,0.1672326139607248,0.028555587865965834,0.01449643421329737,0.0352432708802539,0.02836146837423493,0.004193268907130518,0.014483333333333332,0.04583333333333333,0.04583333333333333,0.009175586569200297,1.625031139296782,1.76551236484135,0.25379196393726167,0.045521871835055044,1.0,1.0,0.0,0.0,0.07914285714285713,0.25,0.25,0.04919432520782312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
2,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6500833333333333,0.7875,0.17916666666666659,0.03001492684204533,0.2713,0.3416666666666667,0.15,0.027839899425105688,0.07861666666666667,0.13333333333333333,0.09166666666666667,0.016224646888812918,0.3143835928677126,0.40692564952300064,0.17032152803011016,0.02967127121384626,0.31406031420717645,0.40692564952300064,0.17032152803011016,0.030242009302548174,0.013003471726954699,0.030718688383957003,0.023801275982909046,0.003974629245558317,0.013333333333333334,0.05,0.04583333333333333,0.00929456232906579,1.6149077434675834,1.7704306872827908,0.29570701874914884,0.047865015364281664,1.0,1.0,0.0,0.0,0.08099999999999999,0.2857142857142857,0.2857142857142857,0.0516584149653732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
3,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6490666666666666,0.8,0.1875,0.029839217296854303,0.2683666666666667,0.37083333333333335,0.17916666666666667,0.02917664591187045,0.08256666666666665,0.12916666666666668,0.10416666666666669,0.01710168932526193,0.3182011844222907,0.40255011089379206,0.16797039630510358,0.02951335914732626,0.31751171138040263,0.40255011089379206,0.16797039630510358,0.029481336669238294,0.013414056031075962,0.02942129983007168,0.023751158455600493,0.004055768766281222,0.013066666666666666,0.05,0.041666666666666664,0.007920507840059527,1.6286939427414084,1.7773999554364117,0.27812749975456663,0.047929486823418646,1.0,1.0,0.0,0.0,0.07785714285714283,0.25,0.25,0.04859768198049729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
4,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6497499999999999,0.7791666666666667,0.1791666666666667,0.030718366746224576,0.2687333333333333,0.36666666666666664,0.18333333333333332,0.028575552876929998,0.08151666666666667,0.14166666666666666,0.10833333333333334,0.018520776621585463,0.3199970139479095,0.421084382237286,0.17668002063661356,0.03239163713714991,0.31987389490996226,0.421084382237286,0.17668002063661356,0.03221404490554199,0.013967026836699748,0.0354420518803987,0.029135181563938524,0.004653546414264614,0.013716666666666667,0.058333333333333334,0.058333333333333334,0.00887288315912903,1.6360282662946974,1.8005383008850382,0.2739762540887878,0.05143726391346018,1.0,1.0,0.0,0.0,0.08299999999999999,0.25,0.25,0.05114784492836747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
5,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6518333333333333,0.7666666666666667,0.19166666666666665,0.028681197867437665,0.27031666666666665,0.3541666666666667,0.15000000000000002,0.02725032619580503,0.07784999999999999,0.15,0.0875,0.01680367849939742,0.31129989663506874,0.4020205490847459,0.17090046521076813,0.028518011332504513,0.31177518153859074,0.4020205490847459,0.17090046521076813,0.028658661843622486,0.01259772422015536,0.029163048910952546,0.023462424086789092,0.0036357536596321586,0.012233333333333334,0.04583333333333333,0.0375,0.007402026749478821,1.5997427971040616,1.7602162930470198,0.3037556880887402,0.04637828290943344,1.0,1.0,0.0,0.0,0.08128571428571428,0.2857142857142857,0.2857142857142857,0.05219449497909189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
6,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6483666666666666,0.7958333333333333,0.16666666666666663,0.03289670702871845,0.2732166666666667,0.3625,0.16666666666666666,0.03079186851535104,0.07841666666666668,0.13333333333333333,0.1,0.018140845564024236,0.31556657337599237,0.41082035573031855,0.17911486073294144,0.03183413794971455,0.3154830008253297,0.41082035573031855,0.17911486073294144,0.03164269801490116,0.013217797444319323,0.031809216147233504,0.026146274387779864,0.004300365053595276,0.012166666666666666,0.05416666666666667,0.04583333333333333,0.008343327340522552,1.6139892897854702,1.7704003635204197,0.29125418233579636,0.05275325845966035,1.0,1.0,0.0,0.0,0.07899999999999999,0.25,0.21428571428571427,0.049164654634260604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
7,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6485166666666666,0.8416666666666667,0.20416666666666672,0.033434550492965606,0.26975,0.3541666666666667,0.17500000000000002,0.03191362039422458,0.08173333333333334,0.14166666666666666,0.10416666666666666,0.018248165813460695,0.32765488692379646,0.44158527954074583,0.18675527182315366,0.033957060119222574,0.32703006446545363,0.44158527954074583,0.18675527182315366,0.03328103690178431,0.015358702824100807,0.043940078021528946,0.03325816328157903,0.0054800991846468885,0.015050000000000001,0.05416666666666667,0.05,0.0090652112802491,1.6329538860994435,1.8120492852524344,0.29373448989682793,0.053321613626390534,1.0,1.0,0.0,0.0,0.08157142857142857,0.25,0.25,0.054624693526436764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
8,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6527166666666667,0.8,0.16666666666666663,0.029996208093690774,0.2673000000000001,0.3625,0.14583333333333334,0.026737177612206314,0.07998333333333332,0.13333333333333333,0.09583333333333333,0.01781735265283694,0.31872876226195707,0.420738715021438,0.1906443540798202,0.0314547902255515,0.3190888751195677,0.420738715021438,0.1906443540798202,0.031219554854213967,0.013931292911293525,0.035625667350213025,0.02778478811388057,0.00447158998129698,0.01285,0.05416666666666667,0.05416666666666667,0.009049386105636607,1.5888192954297407,1.743749585214928,0.28866317428667476,0.04869488643247454,1.0,1.0,0.0,0.0,0.07999999999999999,0.32142857142857145,0.32142857142857145,0.05089003751587679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
9,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6503333333333332,0.7625,0.1958333333333333,0.031748140802957965,0.2693,0.35,0.17916666666666667,0.028570264261990996,0.08036666666666667,0.12916666666666668,0.09166666666666667,0.018060976963854666,0.3184287890377617,0.4039945247541838,0.17360217756485194,0.03321131005295869,0.31870080021916253,0.4039945247541838,0.17360217756485194,0.03307050536569418,0.013848300040121372,0.03012377810508596,0.0229573805508796,0.004653315662483501,0.013733333333333334,0.04583333333333333,0.04583333333333333,0.008580080289704623,1.6305513181208242,1.769630096694282,0.3062433796583366,0.053281457854160136,1.0,1.0,0.0,0.0,0.07971428571428571,0.25,0.25,0.04992565901990107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
10,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6505833333333333,0.7875,0.1791666666666667,0.03086496125598303,0.26863333333333334,0.3416666666666667,0.15000000000000002,0.027126637175375137,0.08078333333333333,0.12916666666666668,0.07916666666666666,0.015884487541134102,0.32267168165372756,0.4109524255622076,0.16711542973046342,0.03133821652504638,0.3225535663568543,0.4109524255622076,0.16711542973046342,0.03150553957760958,0.014509360381300936,0.03266316017469015,0.024371451341792468,0.004574382269558206,0.014666666666666666,0.05416666666666667,0.05416666666666667,0.008621678104251707,1.6244004560935257,1.7630045352305606,0.2852599297977054,0.05053491571547412,1.0,1.0,0.0,0.0,0.0797142857142857,0.25,0.25,0.049925659019901064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
11,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6468166666666666,0.8166666666666667,0.17500000000000004,0.03241342743027614,0.27365000000000006,0.3625,0.16666666666666666,0.02953429738832841,0.07953333333333333,0.12916666666666668,0.1,0.017993177719470357,0.3188093201267574,0.4200911192195974,0.18126531649814487,0.033412740072109315,0.31954439711562294,0.4200911192195974,0.18126531649814487,0.03404590425381679,0.013975086528758908,0.0350308440537015,0.02907659213276858,0.004949491052578844,0.013366666666666667,0.058333333333333334,0.041666666666666664,0.00803284922469398,1.6193651540425467,1.7766654153933772,0.27051000699925565,0.05308922329319348,1.0,1.0,0.0,0.0,0.07614285714285714,0.25,0.25,0.04931386359693532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
12,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6476000000000001,0.7708333333333334,0.17083333333333328,0.0319407611403082,0.2732833333333333,0.35,0.1708333333333333,0.02945873290629528,0.07911666666666667,0.13333333333333333,0.09166666666666667,0.01816009820090923,0.3202427150731555,0.41653546634264166,0.17802587012511661,0.03233549306242741,0.32078387339109277,0.41653546634264166,0.17802587012511661,0.03250250145225012,0.014164032937068487,0.03410908184610619,0.028130396105085154,0.0046343346639551065,0.013883333333333333,0.058333333333333334,0.058333333333333334,0.009716266429721518,1.6052023755360438,1.7408881999345074,0.26459566821117986,0.05105281448035623,1.0,1.0,0.0,0.0,0.07642857142857142,0.2857142857142857,0.21428571428571427,0.050005101780534675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,stable
13,500,240,modular,6,0.08,0.004,0.12,8,10.0,0.72,0.22,True,static,1.0,False,False,1.0,default,fixed,default,0.6495666666666667,0.8291666666666667,0.15416666666666667,0.03335342727683485,0.26935000000000003,0.35,0.16249999999999998,0.030828058107293537,0.08108333333333333,0.15833333333333333,0.125,0.018749259244626768,0.3221833291357401,0.4368955535926851,0.19329471268650517,0.033891385906801644,0.3213937617116885,0.4368955535926851,0.19329471268650517,0.033720296362692186,0.014361452726969313,0.04151171321989982,0.03520375378844291,0.005028020206474334,0.0151,0.04583333333333333,0.041666666666666664,0.008501045687312695,1.646494319750352,1.8015547014815434,0.26404680421428584,0.054988398677346326,1.0,1.0,0.0,0.0,0.08542857142857142,0.35714285714285715,0.35714285714285715,0.05676589950788039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,stable,oscillatory
